,ID,landform_11,landform_12,landform_14,landform_21,landform_22,landform_24,landform_31,landform_34,landform_41,landform_42
8559,E52DEE,0,0,0,0,0,1,0,0,0,0
8560,6JGLRG,0,0,0,0,0,1,0,0,0,0
8561,ELG0NZ,0,0,0,0,0,1,0,0,0,0
8562,VYA7CZ,0,0,0,0,0,1,0,0,0,0
8563,OUDJZQ,0,0,0,0,0,1,0,0,0,0
8564,B4YGMS,0,0,0,0,0,0,0,0,1,0
8565,L8IHNA,0,0,0,0,0,0,0,0,1,0
8566,VCWXF4,0,0,0,0,0,0,0,0,1,0
8567,W3EJ90,0,0,0,0,0,0,0,0,1,0
8568,K3EQWX,0,0,0,0,0,1,0,0,0,0
8569,F33ZQA,0,0,0,0,0,1,0,0,0,0
8570,J16YWW,0,0,0,0,0,1,0,0,0,0
8571,AAEV9U,0,0,0,0,0,1,0,0,0,0
8572,QW93TS,0,0,0,0,0,0,1,0,0,0
8573,E5GN6K,0,0,0,0,0,0,1,0,0,0
8574,WOS8GZ,0,0,0,0,0,1,0,0,0,0
8575,49O4W5,0,0,0,0,0,1,0,0,0,0
8576,3VYNHL,0,0,0,0,0,1,0,0,0,0
8577,0UAJQ6,0,0,0,0,0,1,0,0,0,0
8578,D13WXU,0,0,0,0,0,0,0,1,0,0
8579,1W5QGV,0,0,0,0,0,0,0,1,0,0
8580,8GQPVB,0,0,0,0,0,0,1,0,0,0
8581,HNLPCH,0,0,0,0,0,0,1,0,0,0
8582,HNNRQ9,0,0,0,0,0,1,0,0,0,0
8583,GW5DB5,0,0,0,0,0,1,0,0,0,0
8584,VNW3JM,0,0,0,0,0,1,0,0,0,0
8585,NKML9X,0,0,0,0,0,1,0,0,0,0
8586,XF010K,0,0,0,0,0,1,0,0,0,0
8587,0LPUTR,0,0,0,1,0,0,0,0,0,0
8588,12NZ1P,0,0,0,1,0,0,0,0,0,0
8589,KJGHDU,0,0,0,0,0,1,0,0,0,0
8590,TWT7F7,0,0,0,0,0,1,0,0,0,0
8591,3A0AD1,0,0,0,0,0,1,0,0,0,0
8592,MP1LHV,0,0,0,0,0,1,0,0,0,0
8593,PG37HG,0,0,0,0,0,1,0,0,0,0
8594,VPBUQO,0,0,0,0,0,1,0,0,0,0
8595,A9YNJK,0,0,0,0,0,1,0,0,0,0
8596,L0U2MS,0,0,0,0,0,1,0,0,0,0
8597,FYXCTK,0,0,0,1,0,0,0,0,0,0
8598,G8OXYI,0,0,0,1,0,0,0,0,0,0
8599,QT1Q2Y,0,0,0,0,0,1,0,0,0,0
8600,ZFQRFC,0,0,0,0,0,1,0,0,0,0
8601,4B6EKN,0,0,0,1,0,0,0,0,0,0
8602,MPZGWG,0,0,0,1,0,0,0,0,0,0
8603,L1M504,0,0,0,0,0,1,0,0,0,0
8604,OYQXZW,0,0,0,0,0,1,0,0,0,0
8605,AWKPJ0,0,0,0,0,0,1,0,0,0,0
8606,6JMGDP,0,0,0,0,0,1,0,0,0,0
8607,75LQO8,0,0,0,1,0,0,0,0,0,0
8608,Q5IFVL,0,0,0,1,0,0,0,0,0,0
8609,6BL2NL,0,0,0,1,0,0,0,0,0,0
8610,G1CHM6,0,0,0,0,0,0,0,1,0,0
8611,ZA0ES0,0,0,0,0,0,1,0,0,0,0
8612,ZK8W2L,0,0,0,0,0,0,0,1,0,0
8613,OTPI3N,0,0,0,0,0,1,0,0,0,0
8614,53B6WE,0,0,0,0,0,0,0,0,1,0
8615,5Y7TSY,0,0,0,0,0,1,0,0,0,0
8616,9WDSXO,0,0,0,0,0,0,0,0,1,0
8617,KMLOFN,0,0,0,0,0,1,0,0,0,0
8618,OXG07A,0,0,0,0,0,1,0,0,0,0
8619,5K2IFW,0,0,0,0,0,1,0,0,0,0
8620,M79CPK,0,0,0,0,0,1,0,0,0,0
8621,TYOKOE,0,0,0,0,0,1,0,0,0,0
8622,8KVLOP,0,0,0,0,0,1,0,0,0,0
8623,93N6N9,0,0,0,0,0,0,0,1,0,0
8624,2Y6UE2,0,0,0,0,0,0,0,1,0,0
8625,I48EV2,0,0,0,0,0,0,0,1,0,0
8626,031XKX,0,0,0,0,0,0,0,1,0,0
8627,N7M0ZZ,0,0,0,0,0,0,0,1,0,0
8628,GJCX3K,0,0,0,0,0,0,0,1,0,0
8629,M1FUNF,0,0,0,0,0,1,0,0,0,0
8630,GU0A4H,0,0,0,0,0,0,0,1,0,0
8631,BYH0K1,0,0,0,0,0,0,0,1,0,0
8632,S2DPSZ,0,0,0,0,0,0,0,1,0,0
8633,SZ3BA3,0,0,0,0,0,1,0,0,0,0
8634,183PA4,0,0,0,0,0,0,0,1,0,0
8635,JJEQA7,0,0,0,0,0,0,0,0,0,1
8636,VNIKF6,0,0,0,0,0,0,0,0,1,0
8637,0KZ9T7,0,0,0,0,0,1,0,0,0,0
8638,DJFOCG,0,0,0,0,0,0,0,1,0,0
8639,H4CIKJ,0,0,0,0,0,0,0,1,0,0
8640,2DX2V3,0,0,0,0,0,0,0,1,0,0
8641,721DPO,0,0,0,0,0,0,0,1,0,0
8642,Y38MHK,0,0,0,0,0,0,0,1,0,0
8643,O4KM0H,0,0,0,0,0,1,0,0,0,0
8644,M5LN9E,0,0,0,0,0,1,0,0,0,0
8645,GEJP5L,0,0,0,0,0,0,0,0,0,1
8646,0V6A4P,0,0,0,0,0,1,0,0,0,0
8647,RF9XLZ,0,0,0,0,0,1,0,0,0,0
8648,O3O9QH,0,0,0,0,0,1,0,0,0,0
8649,JPKC8S,0,0,0,0,0,0,0,1,0,0
8650,H4DQJZ,0,0,0,0,0,0,0,1,0,0
8651,JHUF4E,0,0,0,0,0,0,0,1,0,0
8652,77UH6H,0,0,0,0,0,0,0,1,0,0
8653,XWF13K,0,0,0,0,0,0,0,1,0,0
8654,JVSMDN,0,0,0,0,0,0,0,1,0,0
8655,BYYWKL,0,0,0,0,0,1,0,0,0,0
8656,VEKDFE,0,0,0,0,0,0,0,1,0,0
8657,VWOHHB,0,0,0,0,0,0,0,0,1,0
8658,IS1IEY,0,0,0,0,0,0,0,1,0,0
8659,I0KXX1,0,0,0,0,0,1,0,0,0,0
8660,SX7RH8,0,0,0,0,0,0,0,1,0,0
8661,AGTJ5Y,0,0,0,0,0,0,0,0,1,0
8662,B9B3K8,0,0,0,0,0,1,0,0,0,0
8663,PR0W4C,0,0,0,0,0,0,0,0,1,0
8664,ZEUFZ1,0,0,0,0,0,1,0,0,0,0
8665,VQQMA0,0,0,0,0,0,1,0,0,0,0
8666,G7Z0CM,0,0,0,0,0,0,0,1,0,0
8667,678ZTP,0,0,0,0,0,0,0,1,0,0
8668,CFMF3D,0,0,0,0,0,0,0,1,0,0
8669,E3LPQL,0,0,0,0,0,0,0,1,0,0
8670,1937V3,0,0,0,0,0,0,1,0,0,0
8671,PZ512Q,0,0,0,0,0,0,0,0,0,1
8672,TL3WX2,0,0,0,0,0,0,0,1,0,0
8673,PQ7A9Q,0,0,0,0,0,0,0,0,1,0
8674,DXXGAR,0,0,0,0,0,0,0,0,1,0
8675,QBCVD2,0,0,0,0,0,0,0,0,0,1
8676,V9BDMF,0,0,0,0,0,0,0,1,0,0
8677,MWYPV7,0,0,0,0,0,0,0,1,0,0
8678,9K4YRY,0,0,0,0,0,1,0,0,0,0
8679,2SX9EI,0,0,0,0,0,1,0,0,0,0
8680,AWWEPQ,0,0,0,0,0,1,0,0,0,0
8681,EUWULS,0,0,0,0,0,1,0,0,0,0
8682,VR3RZH,0,0,0,0,0,1,0,0,0,0
8683,FJW05A,0,0,0,0,0,1,0,0,0,0
8684,S9PA6V,0,0,0,0,0,1,0,0,0,0
8685,TOI4NU,0,0,0,0,0,1,0,0,0,0
8686,OJ9Q4L,0,0,0,0,0,0,0,1,0,0
8687,K7LL7D,0,0,0,0,0,1,0,0,0,0
8688,071G7A,0,0,0,0,0,1,0,0,0,0
8689,NAGYMR,0,0,0,0,0,1,0,0,0,0
8690,VX2OZI,0,0,0,0,0,1,0,0,0,0
8691,SXIHOZ,0,0,0,0,0,0,0,1,0,0
8692,MUF3FS,0,0,0,0,0,1,0,0,0,0
8693,XHT12E,0,0,0,0,0,1,0,0,0,0
8694,TO1GWS,0,0,0,0,0,0,0,1,0,0
8695,2E9T7T,0,0,0,0,0,1,0,0,0,0
8696,MMD8N0,0,0,0,0,0,0,0,1,0,0
8697,W47QC4,0,0,0,0,0,0,0,1,0,0
8698,6RFENA,0,0,0,0,0,0,0,0,1,0
8699,KTATOK,0,0,0,0,0,0,0,1,0,0
8700,YBWV02,0,0,0,0,0,0,0,0,1,0
8701,19A7JB,0,0,0,0,0,1,0,0,0,0
8702,R7NXYU,0,0,0,0,0,0,0,1,0,0
8703,NJSQ8Z,0,0,0,0,0,1,0,0,0,0
8704,VJPJD3,0,0,0,0,0,0,0,0,1,0
8705,JA22LB,0,0,0,0,0,0,0,1,0,0
8706,11R9JO,0,0,0,0,0,0,0,1,0,0
8707,ICSGYK,0,0,0,0,0,1,0,0,0,0
8708,ILQ3Z9,0,0,0,0,0,0,0,1,0,0
8709,MF6W0T,0,0,0,0,0,1,0,0,0,0
8710,UJGRIA,0,0,0,0,0,0,0,1,0,0
8711,27KZIK,0,0,0,0,0,0,0,1,0,0
8712,KODWGR,0,0,0,0,0,1,0,0,0,0
8713,XP05WM,0,0,0,0,0,1,0,0,0,0
8714,9RHTA4,0,0,0,0,0,0,0,1,0,0
8715,3ABYF6,0,0,0,0,0,0,0,1,0,0
8716,HV9W36,0,0,0,0,0,1,0,0,0,0
8717,WGI5MP,0,0,0,0,0,0,0,1,0,0
8718,OV00EX,0,0,0,0,0,1,0,0,0,0
8719,YQTPIX,0,0,0,0,0,0,0,0,1,0
8720,JTS2ZI,0,0,0,0,0,0,0,1,0,0
8721,OLN5L3,0,0,0,1,0,0,0,0,0,0
8722,6KQO6R,0,0,0,0,0,0,1,0,0,0
8723,9CRM4N,0,0,0,0,0,1,0,0,0,0
8724,54SSBY,0,0,0,0,0,1,0,0,0,0
8725,2S7AFO,0,0,0,0,0,1,0,0,0,0
8726,446AW0,0,0,0,0,0,0,0,1,0,0
8727,XBH0SP,0,0,0,0,0,0,0,1,0,0
8728,5DVFSX,0,0,0,0,0,1,0,0,0,0
8729,9UOGLN,0,0,0,0,0,0,0,1,0,0
8730,I44YPA,0,0,0,0,0,1,0,0,0,0
8731,BX2A0T,0,0,0,0,0,0,0,1,0,0
8732,NU5J83,0,0,0,0,0,1,0,0,0,0
8733,T7AKES,0,0,0,0,0,1,0,0,0,0
8734,WD3Z0K,0,0,0,0,0,0,0,1,0,0
8735,S478VM,0,0,0,0,0,1,0,0,0,0
8736,OUZPOV,0,0,0,0,0,1,0,0,0,0
8737,PX52EN,0,0,0,0,0,1,0,0,0,0
8738,BQAW3D,0,0,0,0,0,1,0,0,0,0
8739,GZC4J7,0,0,0,0,0,1,0,0,0,0
8740,HN0OSC,0,0,0,0,0,1,0,0,0,0
8741,M9WEQG,0,0,0,0,0,1,0,0,0,0
8742,C9GDZC,0,0,0,0,0,0,0,1,0,0
8743,XL895X,0,0,0,0,0,0,0,1,0,0
8744,QFYJZP,0,0,0,0,0,0,0,1,0,0
8745,57D63P,0,0,0,0,0,1,0,0,0,0
8746,JCXSRE,0,0,0,0,0,1,0,0,0,0
8747,6P2527,0,0,0,0,0,0,0,1,0,0
8748,JUFZPU,0,0,0,0,0,0,0,1,0,0
8749,BD0BWR,0,0,0,0,0,1,0,0,0,0
8750,NAUJFC,0,0,0,0,0,0,1,0,0,0
8751,2XK7O9,0,0,0,0,0,0,0,0,1,0
8752,ERKT4J,0,0,0,0,0,0,0,0,1,0
8753,37PPZZ,0,0,0,0,0,0,0,1,0,0
8754,SANH55,0,0,0,0,0,0,1,0,0,0
8755,MN9E72,0,0,0,0,0,0,1,0,0,0
8756,97TKOM,0,0,0,0,0,0,1,0,0,0
8757,CP9I46,0,0,0,1,0,0,0,0,0,0
8758,VSYX6E,0,0,0,1,0,0,0,0,0,0
8759,O0B4LO,0,0,0,0,0,1,0,0,0,0
8760,RA12RJ,0,0,0,0,0,1,0,0,0,0
8761,6LKGKQ,0,0,0,0,0,0,0,1,0,0
8762,BKIHZG,0,0,0,0,0,0,1,0,0,0
8763,0LUEDM,0,0,0,0,0,0,0,1,0,0
8764,MLOG5A,0,0,0,1,0,0,0,0,0,0
8765,WASDS8,0,0,0,0,0,0,0,1,0,0
8766,0O75W2,0,0,0,1,0,0,0,0,0,0
8767,8O4H4M,0,0,0,0,0,0,1,0,0,0
8768,OF4L0S,0,0,0,1,0,0,0,0,0,0
8769,4GQZ2G,0,0,0,1,0,0,0,0,0,0
8770,2WRB6V,0,0,0,0,0,0,1,0,0,0
8771,4G3VRR,0,0,0,1,0,0,0,0,0,0
8772,61JBSP,0,0,0,1,0,0,0,0,0,0
8773,61NPMM,0,0,0,1,0,0,0,0,0,0
8774,7AQ6Y1,0,0,0,1,0,0,0,0,0,0
8775,FG0ZW8,0,0,0,0,0,0,1,0,0,0
8776,MXSLUB,0,0,0,0,0,1,0,0,0,0
8777,50W4X3,0,0,0,0,0,0,0,1,0,0
8778,1UTF6J,0,0,0,1,0,0,0,0,0,0
8779,W6L4PH,0,0,0,0,0,0,1,0,0,0
8780,BLPOEE,0,0,0,0,0,0,1,0,0,0
8781,6UIKWR,0,0,0,1,0,0,0,0,0,0
8782,DSLP5O,0,0,0,0,0,0,1,0,0,0
8783,N4JUYM,0,0,0,0,0,0,0,1,0,0
8784,PQG86M,0,0,0,0,0,0,0,0,0,1
8785,3215NH,0,0,0,0,0,0,0,1,0,0
8786,ZIS20Y,0,0,0,0,0,0,0,0,1,0
8787,QQ0TPP,0,0,0,0,0,0,0,1,0,0
8788,X0YHAG,0,0,0,0,0,0,0,1,0,0
8789,HCRLCF,0,0,0,0,0,0,1,0,0,0
8790,I7G5ND,0,0,0,0,0,0,1,0,0,0
8791,NEDHXK,0,0,0,0,0,0,1,0,0,0
8792,G13TUC,0,0,0,1,0,0,0,0,0,0
8793,ILLEMY,0,0,0,0,0,1,0,0,0,0
8794,YGSIMJ,0,0,0,0,0,0,1,0,0,0
8795,UOIJ2Z,0,0,0,0,0,0,1,0,0,0
8796,ZJTDE1,0,0,0,0,0,1,0,0,0,0
8797,SZSDQK,0,0,0,1,0,0,0,0,0,0
8798,F5D95Q,0,0,0,0,0,0,1,0,0,0
8799,L1PW8N,0,0,0,0,0,0,0,1,0,0
8800,KLYV7G,0,0,0,0,0,0,0,1,0,0
8801,S97GC1,0,0,0,0,0,0,0,1,0,0
8802,LCGZZW,0,0,0,0,0,0,0,0,1,0
8803,NIATLG,0,0,0,1,0,0,0,0,0,0
8804,3SZGWI,0,0,0,0,0,0,0,1,0,0
8805,RXZI37,0,0,0,0,0,0,0,1,0,0
8806,17KTBO,0,0,0,0,0,0,1,0,0,0
8807,M7AKFS,0,0,0,0,0,1,0,0,0,0
8808,R4Z8T0,0,0,0,0,0,0,0,1,0,0
8809,SN4MB4,0,0,0,0,0,0,0,1,0,0
8810,XQG0MA,0,0,0,0,0,0,0,1,0,0
8811,8OBB1Q,0,0,0,0,0,0,1,0,0,0
8812,MC4D8S,0,0,0,0,0,1,0,0,0,0
8813,X30XBK,0,0,0,0,0,0,1,0,0,0
8814,N3MJZI,0,0,0,0,0,0,0,0,1,0
8815,XMH9TN,0,0,0,0,0,0,1,0,0,0
8816,N7MVMD,0,0,0,0,0,0,0,0,0,1
8817,5ZR4K4,0,0,0,0,0,0,1,0,0,0
8818,QNCHBY,0,0,0,0,0,0,1,0,0,0
8819,KTZS0T,0,0,0,1,0,0,0,0,0,0
8820,EUO77N,0,0,0,0,0,0,0,0,1,0
8821,3SI7GS,0,0,0,0,0,0,0,0,1,0
8822,3ZQE02,0,0,0,0,0,0,1,0,0,0
8823,TEBO3U,0,0,0,0,0,0,1,0,0,0
8824,XEPJ49,0,0,0,0,0,0,0,0,0,1
8825,LZO9SX,0,0,0,0,0,0,1,0,0,0
8826,3SUV9Z,0,0,0,0,0,0,1,0,0,0
8827,5G547R,0,0,0,1,0,0,0,0,0,0
8828,C8IRNN,0,0,0,0,0,1,0,0,0,0
8829,Q5DBEV,0,0,0,0,0,1,0,0,0,0
8830,E7HBWW,0,0,0,0,0,0,0,1,0,0
8831,F0L5CW,0,0,0,0,0,1,0,0,0,0
8832,B1RJXC,0,0,0,0,0,1,0,0,0,0
8833,1YFW18,0,0,0,0,0,1,0,0,0,0
8834,ZIZX82,0,0,0,0,0,0,0,1,0,0
8835,VBUUDF,0,0,0,0,0,1,0,0,0,0
8836,F5DM8A,0,0,0,0,0,1,0,0,0,0
8837,0KU0B5,0,0,0,0,0,1,0,0,0,0
8838,AM96V8,0,0,0,0,0,1,0,0,0,0
8839,492B1E,0,0,0,0,0,1,0,0,0,0
8840,SMZFG8,0,0,0,0,0,1,0,0,0,0
8841,NZ4JL1,0,0,0,0,0,0,0,1,0,0
8842,68C9JS,0,0,0,0,0,0,0,0,0,1
8843,7GVJP5,0,0,0,0,0,0,0,1,0,0
8844,7NH15Q,0,0,0,0,0,0,0,0,1,0
8845,6TGEB6,0,0,0,0,0,0,0,1,0,0
8846,CXLCV3,0,0,0,0,0,1,0,0,0,0
8847,75W5J2,0,0,0,0,0,0,0,1,0,0
8848,WE7S1L,0,0,0,0,0,0,0,1,0,0
8849,XEE8LO,0,0,0,0,0,0,0,0,1,0
8850,9OCJKO,0,0,0,0,0,0,0,1,0,0
8851,7C8165,0,0,0,0,0,1,0,0,0,0
8852,F3VQTK,0,0,0,0,0,1,0,0,0,0
8853,6PO93U,0,0,0,0,0,1,0,0,0,0
8854,AQ1HP9,0,0,0,0,0,0,0,1,0,0
8855,NGMF6T,0,0,0,0,0,1,0,0,0,0
8856,XZUQFO,0,0,0,0,0,1,0,0,0,0
8857,BV8I7I,0,0,0,0,0,1,0,0,0,0
8858,CG9RF0,0,0,0,0,0,0,0,1,0,0
8859,JE6MML,0,0,0,0,0,1,0,0,0,0
8860,5A9RO7,0,0,0,0,0,1,0,0,0,0
8861,DFIV5O,0,0,0,0,0,0,0,1,0,0
8862,IW3YX9,0,0,0,0,0,0,0,1,0,0
8863,YD3LQ5,0,0,0,0,0,0,0,1,0,0
8864,9ACEKE,0,0,0,0,0,1,0,0,0,0
8865,B3GVP2,0,0,0,0,0,0,0,1,0,0
8866,WY3YXI,0,0,0,0,0,1,0,0,0,0
8867,ERNFWB,0,0,0,0,0,0,0,0,1,0
8868,CI0YX4,0,0,0,0,0,0,0,0,1,0
8869,UWBQT1,0,0,0,0,0,0,1,0,0,0
8870,NPF5DF,0,0,0,0,0,0,0,1,0,0
8871,QV7107,0,0,0,0,0,1,0,0,0,0
8872,KJMKM0,0,0,0,0,0,0,0,1,0,0
8873,D6CU1W,0,0,0,0,0,0,0,1,0,0
8874,ZK4M3U,0,0,0,0,0,0,0,1,0,0
8875,AYK0LO,0,0,0,0,0,0,0,1,0,0
8876,NZD7L5,0,0,0,0,0,0,1,0,0,0
8877,O8A4ZF,0,0,0,0,0,1,0,0,0,0
8878,6IH629,0,0,0,1,0,0,0,0,0,0
8879,GDRRD4,0,0,0,0,0,1,0,0,0,0
8880,HZMS06,0,0,0,0,0,1,0,0,0,0
8881,Z31UI2,0,0,0,0,0,0,1,0,0,0
8882,DN69VY,0,0,0,0,0,0,0,1,0,0
8883,AB79ZJ,0,0,0,0,0,0,1,0,0,0
8884,UU83I3,0,0,0,0,0,0,0,1,0,0
8885,6AQAXL,0,0,0,0,0,0,0,1,0,0
8886,NJ7R9N,0,0,0,1,0,0,0,0,0,0
8887,S50B9F,0,0,0,0,0,1,0,0,0,0
8888,KL2MX4,0,0,0,1,0,0,0,0,0,0
8889,XQ0SJE,0,0,0,1,0,0,0,0,0,0
8890,2O9Y2D,0,0,0,0,0,0,1,0,0,0
8891,LXZ1KD,0,0,0,0,0,0,0,1,0,0
8892,69KL92,0,0,0,0,0,0,0,1,0,0
8893,ZZ50DY,0,0,0,0,0,0,1,0,0,0
8894,MC9VUE,0,0,0,0,0,0,1,0,0,0
8895,6B3IY0,0,0,0,0,0,0,0,1,0,0
8896,DJ5G3E,0,0,0,1,0,0,0,0,0,0
8897,I5VRXZ,0,0,0,1,0,0,0,0,0,0
8898,M9G6HB,0,0,0,0,0,0,0,1,0,0
8899,OS87N1,0,0,0,0,0,0,1,0,0,0
8900,H3LFNJ,0,0,0,0,0,0,1,0,0,0
8901,3THQS2,0,0,0,1,0,0,0,0,0,0
8902,QYTPQT,0,0,0,0,0,0,1,0,0,0
8903,XMRPJ8,0,0,0,0,0,1,0,0,0,0
8904,QLMR5D,0,0,0,0,0,0,0,0,0,1
8905,VXC7FQ,0,0,0,0,0,0,1,0,0,0
8906,BZX5NU,0,0,0,1,0,0,0,0,0,0
8907,1K52GI,0,0,0,0,0,0,0,0,0,1
8908,7FV6IT,0,0,0,0,0,0,1,0,0,0
8909,L4TYKH,0,0,0,0,0,1,0,0,0,0
8910,CJAI7M,0,0,0,0,0,0,1,0,0,0
8911,TNCV47,0,0,0,0,0,0,1,0,0,0
8912,PTAZFX,0,0,0,0,0,1,0,0,0,0
8913,LRAL5Y,0,0,0,0,0,0,0,1,0,0
8914,5DH4DR,0,0,0,0,0,1,0,0,0,0
8915,MWGZI8,0,0,0,0,0,0,1,0,0,0
8916,WQ301F,0,0,0,0,0,1,0,0,0,0
8917,120647,0,0,0,0,0,0,0,0,1,0
8918,J3BJF4,0,0,0,0,0,0,0,0,1,0
8919,3XW7OG,0,0,0,0,0,1,0,0,0,0
8920,GBSMF7,0,0,0,0,0,1,0,0,0,0
8921,UNAPTY,0,0,0,0,0,0,0,0,1,0
8922,LA5NKO,0,0,0,0,0,1,0,0,0,0
8923,E1IZ6B,0,0,0,0,0,0,0,0,1,0
8924,WML2XV,0,0,0,0,0,1,0,0,0,0
8925,FUKW2S,0,0,0,0,0,0,1,0,0,0
8926,KZN27H,0,0,0,0,0,0,0,1,0,0
8927,PT566R,0,0,0,0,0,0,0,1,0,0
8928,U84H7V,0,0,0,0,0,0,0,1,0,0
8929,A6O8KW,0,0,0,0,0,0,0,0,0,1
8930,8MC6XK,0,0,0,0,0,1,0,0,0,0
8931,DPBMH4,0,0,0,0,0,0,0,1,0,0
8932,NC4MHX,0,0,0,0,0,0,0,0,0,1
8933,QB56U6,0,0,0,0,0,1,0,0,0,0
8934,S6FX4K,0,0,0,1,0,0,0,0,0,0
8935,JJM52C,0,0,0,0,0,1,0,0,0,0
8936,UI1HV6,0,0,0,0,0,0,0,1,0,0
8937,BY307Q,0,0,0,0,0,0,1,0,0,0
8938,FW8ZGI,0,0,0,0,0,1,0,0,0,0
8939,PJBU9N,0,0,0,0,0,0,0,1,0,0
8940,7MEBAL,0,0,0,0,0,0,1,0,0,0
8941,Y55G8G,0,0,0,0,0,1,0,0,0,0
8942,FTGWEN,0,0,0,0,0,1,0,0,0,0
8943,Z6X8R3,0,0,0,0,0,0,0,0,1,0
8944,YCBOSB,0,0,0,0,0,1,0,0,0,0
8945,WBS4WS,0,0,0,0,0,1,0,0,0,0
8946,88M3Z8,0,0,0,0,0,0,0,0,1,0
8947,E1FKA9,0,0,0,0,0,1,0,0,0,0
8948,0K1XU1,0,0,0,0,0,0,0,1,0,0
8949,9C9KWZ,0,0,0,0,0,0,0,0,1,0
8950,I46VRO,0,0,0,0,0,1,0,0,0,0
8951,IY52C0,0,0,0,0,0,1,0,0,0,0
8952,VAGQV9,0,0,0,0,0,1,0,0,0,0
8953,T6WBZY,0,0,0,0,0,0,0,0,1,0
8954,R7CJJ4,0,0,0,0,0,0,0,0,1,0
8955,63NFD0,0,0,0,0,0,0,0,1,0,0
8956,9BBDX7,0,0,0,0,0,0,0,1,0,0
8957,LRTR34,0,0,0,0,0,0,0,1,0,0
8958,0AG41B,0,0,0,0,0,1,0,0,0,0
8959,1O5OH2,0,0,0,0,0,1,0,0,0,0
8960,LNO7LO,0,0,0,0,0,0,0,1,0,0
8961,4VC2ZB,0,0,0,0,0,0,0,0,1,0
8962,I4MXBF,0,0,0,0,0,0,0,1,0,0
8963,VF41AQ,0,0,0,0,0,1,0,0,0,0
8964,PE98AZ,0,0,0,0,0,1,0,0,0,0
8965,TKGAO6,0,0,0,0,0,1,0,0,0,0
8966,RGDTVD,0,0,0,0,0,0,0,1,0,0
8967,94MT4Z,0,0,0,0,0,0,0,1,0,0
8968,O5N2BT,0,0,0,1,0,0,0,0,0,0
8969,8GA3G7,0,0,0,0,0,0,0,1,0,0
8970,0WADR1,0,0,0,1,0,0,0,0,0,0
8971,R1I3AS,0,0,0,1,0,0,0,0,0,0
8972,ECPZBI,0,0,0,0,0,0,0,1,0,0
8973,EBTUOZ,0,0,0,0,0,1,0,0,0,0
8974,OUA8E4,0,0,0,0,0,1,0,0,0,0
8975,IB4SIB,0,0,0,0,0,1,0,0,0,0
8976,FPZ83I,0,0,0,0,0,1,0,0,0,0
8977,2ER3ZR,0,0,0,0,0,1,0,0,0,0
8978,HKHUDO,0,0,0,0,0,1,0,0,0,0
8979,327BES,0,0,0,0,0,0,0,0,0,1
8980,DVLY33,0,0,0,0,0,1,0,0,0,0
8981,93S9RN,0,0,0,0,0,1,0,0,0,0
8982,N209QC,0,0,0,0,0,0,0,1,0,0
8983,2S04CR,0,0,0,0,0,1,0,0,0,0
8984,OQF6W1,0,0,0,0,0,0,0,0,0,1
8985,GGEMNH,0,0,0,0,0,0,0,1,0,0
8986,OSIWVO,0,0,0,0,0,0,0,0,1,0
8987,DX73LZ,0,0,0,0,0,1,0,0,0,0
8988,5WM9XW,0,0,0,0,0,0,0,0,1,0
8989,5WZ1IT,0,0,0,0,0,0,0,1,0,0
8990,IMD78N,0,0,0,0,0,0,0,1,0,0
8991,8DE2K7,0,0,0,0,0,1,0,0,0,0
8992,QFFYQA,0,0,0,0,0,0,0,1,0,0
8993,HBG2O0,0,0,0,0,0,1,0,0,0,0
8994,HDSABN,0,0,0,0,0,0,0,0,1,0
8995,SFR28K,0,0,0,0,0,0,0,1,0,0
8996,1YW5JN,0,0,0,0,0,0,0,1,0,0
8997,7J1JFE,0,0,0,0,0,0,0,1,0,0
8998,6IA0IU,0,0,0,0,0,0,0,1,0,0
8999,3DLN7E,0,0,0,0,0,0,1,0,0,0
9000,8VWOJJ,0,0,0,0,0,0,0,0,1,0
9001,J5260B,0,0,0,1,0,0,0,0,0,0
9002,LN8C1R,0,0,0,0,0,1,0,0,0,0
9003,GUYHJJ,0,0,0,0,0,0,0,1,0,0
9004,4KAMAW,0,0,0,0,0,0,0,1,0,0
9005,G0ZIXM,0,0,0,1,0,0,0,0,0,0
9006,F5NRNO,0,0,0,0,0,0,1,0,0,0
9007,8ZPGTW,0,0,0,0,0,0,1,0,0,0
9008,KKBVIB,0,0,0,0,0,0,1,0,0,0
9009,8XKM0R,0,0,0,0,0,0,1,0,0,0
9010,GLXTTB,0,0,0,0,0,0,1,0,0,0
9011,2GIK8F,0,0,0,0,0,0,1,0,0,0
9012,ENWFGK,0,0,0,0,0,0,1,0,0,0
9013,CJOI4X,0,0,0,0,0,0,1,0,0,0
9014,FDR6XJ,0,0,0,0,0,0,1,0,0,0
9015,D260E9,0,0,0,0,0,0,1,0,0,0
9016,PAUQBL,0,0,0,0,0,0,0,0,1,0
9017,6WX85H,0,0,0,0,0,0,0,0,1,0
9018,NVOGC6,0,0,0,0,0,0,0,0,1,0
9019,3DRK5Y,0,0,0,1,0,0,0,0,0,0
9020,QIIJ1O,0,0,0,0,0,0,1,0,0,0
9021,Y72NX4,0,0,0,1,0,0,0,0,0,0
9022,L5B7TI,0,0,0,1,0,0,0,0,0,0
9023,BKIYUG,0,0,0,0,0,1,0,0,0,0
9024,C6Q39O,0,0,0,0,0,0,1,0,0,0
