ID,Country,Area,Cropland nitrogen per unit area,Cropland phosphorus per unit area,Cropland potassium per unit area
YZM3FL,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
EQ2VH8,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
VR6Q8N,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
MJJOBH,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
379QYX,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
7TIF30,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
4GDOZE,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
B2A1SW,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
4R79MF,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
8FBP0N,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
XHEK5I,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
25RSJB,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
7LTBVM,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
MPLBYV,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
N3040R,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
SFU650,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
Z657TG,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
VTGARN,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
PVAQKY,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
K1KDLC,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
AAVD4C,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
EUPWWA,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
453X0M,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
21LU8Z,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
NDPWVZ,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
D58WA3,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
QQ64QG,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
47DE5T,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
H3IW06,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
GRYQLY,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
D0HXC6,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
EG3HFS,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
6IRNC8,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
NKPSHS,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
PFY2RB,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
JIRIV9,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
SGBXG0,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
GS3IA2,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
TUDXY2,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
FD99DI,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
34T49O,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
KWXN70,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
NYXXGJ,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
EM25M0,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
QTNNXJ,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
E1FVS4,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
XG58BH,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
SKNTVX,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
0643YR,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
IU3BWT,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
C9NOAU,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
K8Y3TQ,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
KNTVM2,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
M99ZGP,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
CJTROE,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
KSBEAU,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
VL44IO,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
RXERLQ,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
G9AQ8D,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
GCHGUW,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
85XUW4,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
622VRS,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
74R0OO,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
2E3RRH,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
KY7IZD,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
EKCSBE,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
6C68Q1,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
I516EV,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
9UF3NF,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
UZJ8Y7,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
4MUB32,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
3MUJXC,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
S0E7NC,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
0W9GKP,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
MVJJ87,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
3OP75Z,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
DNQGB2,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
1OP80N,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
9PD5YL,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
7JEC1A,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
LGCQU7,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
ZW7C34,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
FB9K5J,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
JFF9EJ,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
C4UAGM,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
WZ2CM4,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
XCUGMB,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
ZVQ8W2,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
UDBYW3,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
1S67UK,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
FVMMRL,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
EY4A7S,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
4WPB7J,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
93D3O9,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
EZW4V7,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
R0S7TR,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
2X92EN,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
AK9L3S,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
DMDXK1,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
IZWZ1J,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
68COOY,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
CBTSLR,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
204LGP,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
TVFYHQ,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
3TXEDI,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
VYWMBX,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
TO5C78,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
3T675J,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
6U3H07,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
NBTUCR,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
YVUZYH,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
Y6KA2C,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
Q6L4V3,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
XMNMQO,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
CPVVCG,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
2NSN7W,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
TDKBN6,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
HTF3W8,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
K8N9BP,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
DXPAML,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
GS4JJK,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
H7Z5DN,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
91VOWD,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
PJN3FS,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
YZ6CDB,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
MJMV8L,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
URCEXL,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
RN0FKX,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
F5EDBL,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
PQ49XP,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
FV66YU,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
6HYPKD,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
AB8AMK,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
ARFVSF,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
QJ1S3P,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
UXL9IE,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
WGAVGV,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
A9VB3D,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
WFVDGN,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
W7AA1Z,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
0XPO4E,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
SRZ94R,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
EM7IEL,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
69SMP9,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
KKFF93,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
10U4DK,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
MROSTO,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
6CZRQ5,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
D68LNW,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
1SGG07,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
UGF9BL,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
PODIVY,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
EO13UR,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
W2NIH9,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
MRY155,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
JL0N10,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
I90YS0,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
QLXE69,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
6P5VJZ,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
MCYGQZ,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
J7JUR8,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
FG25Y5,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
G2818M,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
K4QAV5,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
SOZ6I0,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
VBN8T0,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
1CS9GF,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
YAK3IL,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
F01G55,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
VQNT63,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
LPVGYX,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
1FHSFN,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
VGZMH6,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
T65E5R,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
P6JZAU,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
I4A7GZ,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
8E4XGY,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
1RWP3X,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
FVPGYO,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
CPG3ER,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
KESC4R,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
AJCNAV,Tanzania,Tanzania,6.777309090909091,-2.4924181818181816,-7.380090909090909
